_mean1,_mean2,_mean3,_mean4,label
0.006657909,0.005107591,0.004437693,0.009967796,1
0.005109087,0.003589207,0.002946736,0.007131215,1
0.006774332,0.003441245,0.002738191,0.006837729,1
0.006782429,0.005315483,0.004744203,0.009429946,1
0.006641067,0.005267142,0.004732055,0.009333418,1
0.005588334,0.004163964,0.003882413,0.007393847,1
0.00653651,0.005065614,0.004255352,0.011115313,1
0.005468576,0.003879207,0.003504166,0.005207091,1
0.006681517,0.00519276,0.004579992,0.009340858,1
0.005273023,0.003737837,0.003169248,0.006960604,1
0.005397434,0.003954709,0.003626503,0.006974467,1
0.006769041,0.00525377,0.004584247,0.009663243,1
0.006873418,0.005269075,0.00476908,0.008413563,1
0.005497682,0.003877875,0.003398474,0.005946081,1
0.006890764,0.00354801,0.002853879,0.006952816,1
0.006697959,0.003512334,0.002869286,0.00670851,1
0.006839942,0.003695456,0.003036204,0.006910569,1
0.005282018,0.003732643,0.003117146,0.006762312,1
0.002602342,0.001809025,0.001505751,0.003046995,1
0.005567121,0.004077545,0.003882203,0.005801868,1
0.006689694,0.005175707,0.00458053,0.00997685,1
0.00641381,0.004974569,0.004179414,0.011456878,1
0.005328845,0.003714212,0.003197897,0.006192724,1
0.006596111,0.005081207,0.004424126,0.010300683,1
0.006400371,0.004973923,0.00417657,0.011552309,1
0.006304948,0.004903308,0.004121145,0.010854003,1
0.006528138,0.005107459,0.004441201,0.00989166,1
0.006703778,0.005307219,0.004702031,0.010332033,1
0.006738951,0.005236727,0.004602747,0.009664357,1
0.00684322,0.005417062,0.004831379,0.010822316,1
0.005404531,0.003849886,0.003282768,0.006464846,1
0.004858101,0.003360642,0.002639459,0.007518864,1
0.002581881,0.001797382,0.001507522,0.003013715,1
0.00555379,0.00401369,0.003725481,0.00542574,1
0.00632868,0.004835625,0.004725203,0.007446412,1
0.006730108,0.003489372,0.00283808,0.006556877,1
0.005431005,0.003852699,0.00333403,0.006094491,1
0.006785617,0.005269284,0.004694541,0.009684539,1
0.006597172,0.005155016,0.004692863,0.009668638,1
0.006678957,0.005171674,0.004580563,0.009957999,1
0.006587197,0.005026263,0.00442572,0.010022088,1
0.006465679,0.005060979,0.004300159,0.010823672,1
0.006332077,0.004868607,0.004124475,0.010269444,1
0.006271411,0.004886527,0.004080329,0.010537432,1
0.005368204,0.003797259,0.003258795,0.006230103,1
0.006348269,0.004970012,0.004192589,0.010778888,1
0.007249846,0.005543262,0.005082403,0.008968675,1
0.00556079,0.004071154,0.003871034,0.005773756,1
0.006815685,0.005241089,0.004573814,0.009634127,1
0.005436514,0.003754896,0.003284202,0.005527533,1
0.005128083,0.003662034,0.003158867,0.006971895,1
0.005353507,0.003838028,0.00324023,0.007855639,1
0.006327066,0.004854624,0.00412721,0.010220546,1
0.006862023,0.005219536,0.00473003,0.008313615,1
0.006373459,0.004898257,0.004147708,0.009801271,1
0.006936395,0.003612682,0.002989521,0.007131839,1
0.005256972,0.003725641,0.003166067,0.006942321,1
0.006343649,0.004870344,0.004127415,0.010279998,1
0.005275215,0.003662263,0.003146966,0.006066556,1
0.006327205,0.004840537,0.004034201,0.010621201,1
0.00664146,0.005077168,0.00440041,0.010148796,1
0.006386584,0.004964856,0.00427539,0.010125796,1
0.006663515,0.005119605,0.004462887,0.009969393,1
0.005116044,0.003660883,0.003162268,0.006825943,1
0.00549371,0.003876375,0.003394634,0.005954923,1
0.004971396,0.003453242,0.002830359,0.006813797,1
0.006426561,0.005048057,0.004358925,0.010159507,1
0.005094102,0.003513491,0.002826827,0.007148106,1
0.00506272,0.003523108,0.002865429,0.006843502,1
0.006535012,0.004972386,0.004431129,0.010071506,1
0.006471377,0.004945767,0.004229232,0.009798089,1
0.006704495,0.005313474,0.004675478,0.010505623,1
0.006667353,0.005169734,0.004559451,0.009946913,1
0.006803032,0.005244529,0.004576644,0.009642025,1
0.005193192,0.00367046,0.003082916,0.006699507,1
0.006846998,0.005321657,0.00470787,0.009497485,1
0.005870039,0.004738148,0.00489097,0.007284799,2
0.006213873,0.004923471,0.005078939,0.00702488,2
0.00612501,0.004670178,0.004690358,0.006778859,2
0.005963613,0.004334248,0.004304775,0.00519668,2
0.005787871,0.00444256,0.004833033,0.006760127,2
0.007980436,0.006680782,0.007164735,0.009285888,2
0.007821744,0.006657076,0.007039883,0.009810442,2
0.008134547,0.006856622,0.007379322,0.009218907,2
0.008138002,0.00693698,0.007651028,0.009024343,2
0.007581572,0.005980947,0.005977667,0.008058498,2
0.00723994,0.006125432,0.006646285,0.009465239,2
0.007497093,0.006210867,0.006514765,0.009247526,2
0.005589941,0.00436729,0.004624862,0.007162626,2
0.006464644,0.005049898,0.005296061,0.007199569,2
0.007108002,0.005832381,0.006067641,0.008680289,2
0.007848226,0.006617114,0.007072119,0.009776567,2
0.006104133,0.005120032,0.005896305,0.007995958,2
0.00570395,0.004295321,0.004408791,0.00629424,2
0.006217846,0.005035185,0.0056336,0.007142197,2
0.006092151,0.005067108,0.006078483,0.007423341,2
0.007791104,0.006548206,0.006956063,0.009779117,2
0.005899552,0.004590113,0.004948723,0.007310112,2
0.005614474,0.004248303,0.004422337,0.007065959,2
0.006248181,0.005220742,0.005884486,0.008016121,2
0.006065102,0.005028705,0.005864921,0.007965517,2
0.006277022,0.00505624,0.005650679,0.008170814,2
0.007551419,0.00629441,0.006438896,0.010839912,2
0.007970114,0.006538107,0.006650985,0.009104015,2
0.007339269,0.006040042,0.006184481,0.009458387,2
0.007218376,0.005843941,0.005765997,0.009382003,2
0.007764709,0.006145801,0.006178876,0.007897065,2
0.007526808,0.006033041,0.006012902,0.008563139,2
0.007536959,0.006004405,0.005734287,0.008468562,2
0.007317098,0.005784358,0.005493978,0.009010893,2
0.007388606,0.005883951,0.005654352,0.009217958,2
0.007175671,0.005553615,0.005145376,0.009633648,2
0.00739201,0.005892297,0.005761089,0.009021325,2
0.007821425,0.006301043,0.006383383,0.009036886,2
0.007420877,0.006186083,0.005664088,0.01016302,2
0.007035122,0.005528396,0.005144633,0.00936138,2
0.007307555,0.005874954,0.005666838,0.009614997,2
0.00733719,0.005956835,0.005813659,0.009542808,2
0.006696223,0.00520261,0.004678896,0.010351044,2
0.006555816,0.005132768,0.004374824,0.010473448,2
0.006769445,0.005185814,0.004693531,0.008801091,2
0.007312688,0.005805745,0.005737058,0.00900088,2
0.007195616,0.005764605,0.005548068,0.010047533,2
0.006877628,0.005340913,0.004883031,0.008315271,2
0.00810847,0.006808143,0.007044859,0.009697822,2
0.006879913,0.005338784,0.004984371,0.00788027,2
0.006649459,0.005072834,0.004506554,0.008899966,2
0.006087891,0.004672061,0.004917274,0.005905271,2
0.006299369,0.004741513,0.004739826,0.006531589,2
0.00523332,0.003655883,0.003233587,0.005233289,2
0.005219846,0.00369642,0.003269148,0.006842308,2
0.005401886,0.003816088,0.003400996,0.005724448,2
0.007528459,0.006056159,0.006299409,0.008432122,2
0.007813632,0.006302275,0.006632032,0.008315364,2
0.007009732,0.005279996,0.004837852,0.006796073,2
0.00697266,0.005450326,0.004996801,0.008134204,2
0.007217864,0.005629293,0.005410921,0.008050504,2
0.008003398,0.006722084,0.007015461,0.009724737,2
0.005377159,0.003799833,0.003383087,0.00587629,2
0.005828284,0.004538822,0.004874175,0.007276163,2
0.00721018,0.005819084,0.005902616,0.008840326,2
0.007653847,0.006160968,0.00633535,0.008690958,2
0.006046981,0.004617497,0.00472338,0.006774524,2
0.007804942,0.00655954,0.006959935,0.009775572,2
0.006247183,0.005219695,0.005884379,0.008015845,2
0.006674247,0.005141622,0.004597905,0.009669118,2
0.005821662,0.004400116,0.004487506,0.00642972,2
0.006255483,0.005057506,0.005700521,0.008083729,2
0.00758806,0.006078774,0.006269001,0.008297137,2
0.007427003,0.006191167,0.005700448,0.010194785,2
0.007275805,0.005859935,0.005764374,0.009262709,2
0.006108409,0.00467102,0.004791843,0.00638816,2
0.006503412,0.004931002,0.004753442,0.006786222,2
0.007309784,0.005881073,0.005666784,0.009625776,2
0.00538817,0.003807071,0.003391062,0.005808675,2
0.007533856,0.006013159,0.005819459,0.008497474,2
0.005750084,0.00442819,0.004793291,0.006836968,2
0.006753,0.005195141,0.004677862,0.009023844,2
0.006923745,0.005394009,0.004938241,0.008227403,2
0.007561162,0.006000362,0.005990799,0.008246571,2
0.00768379,0.006340026,0.00656853,0.009190883,2
0.00707905,0.005568272,0.005199056,0.009306779,2
0.007373012,0.006058308,0.006198401,0.009428889,2
0.005232665,0.003704847,0.003278432,0.006763593,2
0.007759874,0.006245052,0.006305983,0.008937911,2
0.007354098,0.005932867,0.00576127,0.009435979,2
0.007332167,0.006156073,0.006599116,0.009387157,2
0.007264657,0.006082581,0.006434662,0.009484954,2
0.008070663,0.006770534,0.007080257,0.009576182,2
0.007509313,0.006259469,0.006188981,0.01062158,2
0.00724946,0.00584478,0.005682877,0.010167444,2
0.005833931,0.004473657,0.004813541,0.006762686,2
0.007367791,0.005854961,0.005607669,0.009157684,2
0.005424442,0.00406729,0.004018614,0.007019386,2
0.005817792,0.004407028,0.004559561,0.006178907,2
0.006017978,0.004698711,0.004774571,0.006991243,2
0.008035009,0.006769439,0.007043584,0.009726676,2
0.005935262,0.00446866,0.004537394,0.006386447,2
0.007287386,0.006139761,0.006624834,0.009430288,2
0.006217194,0.005035351,0.005635907,0.007143655,2
0.006166583,0.004697904,0.004851245,0.006138327,2
0.007882513,0.006695843,0.007105827,0.009695522,2
0.007335088,0.005951026,0.005803243,0.009547929,2
0.006088646,0.005083795,0.005883852,0.00798388,2
0.007563107,0.005963094,0.005948894,0.008058092,2
0.006174888,0.004902459,0.005057627,0.00705435,2
0.007255161,0.006137108,0.00665484,0.009473907,2
0.005882468,0.004675805,0.004915292,0.007295459,2
0.006033398,0.004523939,0.004648709,0.005594572,2
0.007269496,0.005902839,0.00558612,0.01008541,2
0.006713102,0.005262594,0.004627439,0.01010852,2
0.008093075,0.006887387,0.007561273,0.009140969,2
0.007580762,0.005981373,0.005973247,0.008065944,2
0.00723274,0.005848936,0.005750026,0.009419531,2
0.005968597,0.004530207,0.004682239,0.005811465,2
0.007132719,0.005557126,0.005278816,0.008116762,2
0.005226915,0.003701067,0.003274268,0.006798896,2
0.006682041,0.005163253,0.004626631,0.009910982,2
0.006772005,0.005216815,0.004708753,0.008585937,2
0.007725188,0.0062135,0.006262365,0.008882136,2
0.006893986,0.005359746,0.004902614,0.008284104,2
0.00683183,0.005355216,0.004914913,0.010268628,2
0.007386819,0.005886484,0.005659888,0.009229246,2
0.006878673,0.005339939,0.00492937,0.00811636,2
0.007729564,0.006273301,0.006424915,0.009104556,2
0.005443209,0.003900102,0.003599524,0.005985211,2
0.006810796,0.005305885,0.004691794,0.010127993,2
0.006809066,0.005260359,0.004769904,0.008490965,2
0.007754717,0.006264933,0.006355864,0.009095202,2
0.008137543,0.006926313,0.00761496,0.00905017,2
0.007528409,0.006055455,0.006290681,0.008436113,2
0.005963899,0.004612964,0.004874984,0.00715849,2
0.007207794,0.005621943,0.005393914,0.008053941,2
0.005803338,0.004488088,0.004650983,0.007009572,2
0.006077608,0.004778953,0.005022488,0.007148534,2
0.00613947,0.005064326,0.005968983,0.007614662,2
0.007932814,0.006478637,0.006583854,0.009087175,2
0.005647013,0.004408364,0.00468456,0.007189813,2
0.007955637,0.006538924,0.006675658,0.009158613,2
0.006087415,0.005080915,0.005882863,0.00798292,2
0.007531107,0.006040038,0.006123373,0.008443473,2
0.007796941,0.006286607,0.006596003,0.008329783,2
0.006139793,0.004676226,0.004694552,0.006757894,2
0.007245132,0.005813418,0.005600606,0.0098562,2
0.008137174,0.006917711,0.007585876,0.009070997,2
0.007968025,0.006674805,0.007156041,0.00933195,2
0.007486355,0.006197527,0.006275994,0.010695013,2
0.007335252,0.005951481,0.005804059,0.009547528,2
0.00522472,0.003681757,0.003256285,0.006260279,2
0.007969894,0.006735132,0.007042454,0.009752252,2
0.007546671,0.00603037,0.006189087,0.008304011,2
0.005676174,0.004400083,0.004715556,0.006987268,2
0.006658319,0.005183755,0.004596809,0.010384088,2
0.006975836,0.005254302,0.004833175,0.006783453,2
0.00618047,0.005154071,0.005968673,0.007758877,2
0.007376562,0.005871544,0.005667473,0.009183519,2
0.006736947,0.005241758,0.004734861,0.010232121,2
0.007928685,0.006725297,0.00715593,0.009608208,2
0.007313093,0.005803782,0.005714743,0.009001799,2
0.007793989,0.006558457,0.006963955,0.009782066,2
0.007510766,0.006260676,0.00619761,0.010629119,2
0.005711817,0.00430304,0.00441921,0.00628627,2
0.005855632,0.004686322,0.004880812,0.007192808,2
0.006564041,0.005139557,0.004388035,0.010454364,2
0.006825379,0.005275851,0.004871302,0.008121566,2
0.007758569,0.006254753,0.006567807,0.008337908,2
0.007296044,0.005917739,0.005797153,0.009487121,2
0.006020246,0.004632974,0.004810413,0.007025718,2
0.00803562,0.006770509,0.007335048,0.009194288,2
0.007177723,0.005567568,0.005175202,0.009621554,2
0.005883807,0.004578781,0.004932253,0.007302612,2
0.00729487,0.005862449,0.005653379,0.009664012,2
0.008040574,0.006758305,0.007051971,0.009718366,2
0.00724146,0.006124125,0.006639217,0.009465134,2
0.006209479,0.00503731,0.005663213,0.007160911,2
0.006823649,0.005263525,0.004788478,0.008557676,2
0.007255993,0.005824125,0.00561213,0.009814233,2
0.006879191,0.005339457,0.004952344,0.008017746,2
0.007278097,0.00609263,0.006468884,0.009462607,2
0.007391819,0.005891829,0.0057551,0.009032358,2
0.007830591,0.006658398,0.007046843,0.009781199,2
0.008000902,0.006704134,0.007193232,0.009276993,2
0.006181563,0.004831375,0.004937652,0.006935428,2
0.007418842,0.005920312,0.005811213,0.008930123,2
0.007601798,0.006239979,0.006472351,0.009179525,2
0.007926503,0.006659104,0.006993946,0.009744434,2
0.005714734,0.004314241,0.004463306,0.006354107,2
0.007535354,0.006014176,0.00584098,0.008461682,2
0.006258851,0.004946147,0.005117882,0.007056212,2
0.007140598,0.005624141,0.005275309,0.009230277,2
0.007878535,0.006707339,0.007149628,0.00966928,2
0.005718889,0.004416327,0.004760482,0.006900404,2
0.007612764,0.006361108,0.006569773,0.010620135,2
0.007530788,0.00604198,0.006144588,0.008442105,2
0.007952065,0.00666712,0.007144861,0.009391182,2
0.006018132,0.004715875,0.004997848,0.007202506,2
0.008126711,0.006924517,0.007628472,0.009053652,2
0.007637323,0.006150113,0.006426387,0.00838755,2
0.006205699,0.005046973,0.005722783,0.00810172,2
